game_index,category,split,seed,lineup,rewards,statuses,winners
449,without_mine,test,20261065,best intruder smith 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
452,without_mine,test,20261068,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
451,without_mine,test,20261067,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
453,without_mine,test,20261069,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
440,without_mine,test,20261056,best intruder 1200 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
456,without_mine,test,20261072,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
450,without_mine,test,20261066,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
455,without_mine,test,20261071,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
457,without_mine,test,20261073,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
454,without_mine,test,20261070,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
461,without_mine,test,20261077,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
458,without_mine,test,20261074,best intruder smith 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
459,without_mine,test,20261075,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
462,without_mine,test,20261078,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
463,without_mine,test,20261079,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
460,without_mine,test,20261076,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
467,without_mine,test,20261083,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
464,without_mine,test,20261080,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
465,without_mine,test,20261081,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
466,without_mine,test,20261082,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
469,without_mine,test,20261085,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
472,without_mine,test,20261088,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
471,without_mine,test,20261087,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
468,without_mine,test,20261084,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
470,without_mine,test,20261086,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
473,without_mine,test,20261089,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
476,without_mine,test,20261092,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
474,without_mine,test,20261090,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
475,without_mine,test,20261091,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
477,without_mine,test,20261093,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
479,without_mine,test,20261095,best intruder smith 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""smith""]"
481,without_mine,test,20261097,best intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
482,without_mine,test,20261098,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
480,without_mine,test,20261096,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
478,without_mine,test,20261094,best intruder smith 1200,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
483,without_mine,test,20261099,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
485,without_mine,test,20261101,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
487,without_mine,test,20261103,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
484,without_mine,test,20261100,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
486,without_mine,test,20261102,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
489,without_mine,test,20261105,best intruder smith 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
490,without_mine,test,20261106,best intruder 1200 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
488,without_mine,test,20261104,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
491,without_mine,test,20261107,best intruder,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
492,without_mine,test,20261108,best smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
493,without_mine,test,20261109,intruder smith,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
496,without_mine,test,20261112,best 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
497,without_mine,test,20261113,intruder 1039,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
494,without_mine,test,20261110,best 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""best""]"
495,without_mine,test,20261111,intruder 1200,"[1.0, -1.0]","[""DONE"", ""DONE""]","[""intruder""]"
498,without_mine,test,20261114,best intruder smith 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
500,without_mine,test,20261116,best intruder 1200 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
501,with_mine,train,20261117,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
502,with_mine,train,20261118,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
503,with_mine,train,20261119,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
499,without_mine,test,20261115,best intruder smith 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
506,with_mine,train,20261122,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
505,with_mine,train,20261121,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
504,with_mine,train,20261120,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
509,with_mine,train,20261125,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
510,with_mine,train,20261126,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
507,with_mine,train,20261123,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
508,with_mine,train,20261124,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
511,with_mine,train,20261127,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
512,with_mine,train,20261128,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
513,with_mine,train,20261129,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
515,with_mine,train,20261131,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
516,with_mine,train,20261132,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
517,with_mine,train,20261133,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
518,with_mine,train,20261134,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
514,with_mine,train,20261130,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
520,with_mine,train,20261136,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
519,with_mine,train,20261135,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
523,with_mine,train,20261139,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
522,with_mine,train,20261138,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
524,with_mine,train,20261140,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
525,with_mine,train,20261141,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
521,with_mine,train,20261137,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
526,with_mine,train,20261142,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
529,with_mine,train,20261145,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
527,with_mine,train,20261143,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
528,with_mine,train,20261144,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
531,with_mine,train,20261147,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
530,with_mine,train,20261146,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
533,with_mine,train,20261149,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
535,with_mine,train,20261151,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
532,with_mine,train,20261148,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
534,with_mine,train,20261150,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
536,with_mine,train,20261152,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
537,with_mine,train,20261153,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
538,with_mine,train,20261154,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
541,with_mine,train,20261157,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
539,with_mine,train,20261155,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
542,with_mine,train,20261158,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
543,with_mine,train,20261159,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
545,with_mine,train,20261161,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
544,with_mine,train,20261160,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
547,with_mine,train,20261163,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
546,with_mine,train,20261162,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
540,with_mine,train,20261156,mine best intruder 1039,"[1.0, -1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""mine""]"
548,with_mine,train,20261164,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
550,with_mine,train,20261166,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
549,with_mine,train,20261165,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
551,with_mine,train,20261167,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
553,with_mine,train,20261169,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
552,with_mine,train,20261168,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
555,with_mine,train,20261171,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
554,with_mine,train,20261170,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
556,with_mine,train,20261172,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
557,with_mine,train,20261173,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
560,with_mine,train,20261176,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
558,with_mine,train,20261174,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
561,with_mine,train,20261177,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
559,with_mine,train,20261175,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
562,with_mine,train,20261178,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
565,with_mine,train,20261181,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
564,with_mine,train,20261180,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
563,with_mine,train,20261179,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
568,with_mine,train,20261184,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
566,with_mine,train,20261182,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
567,with_mine,train,20261183,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
570,with_mine,train,20261186,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
569,with_mine,train,20261185,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
573,with_mine,train,20261189,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
571,with_mine,train,20261187,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
574,with_mine,train,20261190,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
572,with_mine,train,20261188,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
576,with_mine,train,20261192,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
577,with_mine,train,20261193,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
578,with_mine,train,20261194,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
575,with_mine,train,20261191,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
579,with_mine,train,20261195,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
580,with_mine,train,20261196,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
581,with_mine,train,20261197,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
582,with_mine,train,20261198,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
583,with_mine,train,20261199,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
584,with_mine,train,20261200,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
586,with_mine,train,20261202,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
587,with_mine,train,20261203,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
589,with_mine,train,20261205,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
588,with_mine,train,20261204,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
590,with_mine,train,20261206,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
591,with_mine,train,20261207,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
592,with_mine,train,20261208,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
585,with_mine,train,20261201,mine best intruder 1039,"[-1.0, -1.0, -1.0, 1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""1039""]"
594,with_mine,train,20261210,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
596,with_mine,train,20261212,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
597,with_mine,train,20261213,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
595,with_mine,train,20261211,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
600,with_mine,train,20261216,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
599,with_mine,train,20261215,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
593,with_mine,train,20261209,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
598,with_mine,train,20261214,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
603,with_mine,train,20261219,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
601,with_mine,train,20261217,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
602,with_mine,train,20261218,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
605,with_mine,train,20261221,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
604,with_mine,train,20261220,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
606,with_mine,train,20261222,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
607,with_mine,train,20261223,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
608,with_mine,train,20261224,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
609,with_mine,train,20261225,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
611,with_mine,train,20261227,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
610,with_mine,train,20261226,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
612,with_mine,train,20261228,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
613,with_mine,train,20261229,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
615,with_mine,train,20261231,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
614,with_mine,train,20261230,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
617,with_mine,train,20261233,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
616,with_mine,train,20261232,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
620,with_mine,train,20261236,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
618,with_mine,train,20261234,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
619,with_mine,train,20261235,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
621,with_mine,train,20261237,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
624,with_mine,train,20261240,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
623,with_mine,train,20261239,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
622,with_mine,train,20261238,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
626,with_mine,train,20261242,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
625,with_mine,train,20261241,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
627,with_mine,train,20261243,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
628,with_mine,train,20261244,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
630,with_mine,train,20261246,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
629,with_mine,train,20261245,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
632,with_mine,train,20261248,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
631,with_mine,train,20261247,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
633,with_mine,train,20261249,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
636,with_mine,train,20261252,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
635,with_mine,train,20261251,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
634,with_mine,train,20261250,mine best intruder 1200,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
638,with_mine,train,20261254,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
637,with_mine,train,20261253,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
640,with_mine,train,20261256,mine best intruder 1039,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
639,with_mine,train,20261255,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
641,with_mine,train,20261257,mine best,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""best""]"
643,with_mine,train,20261259,mine best intruder smith,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
642,with_mine,train,20261258,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
645,with_mine,train,20261261,mine best intruder 1039,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
648,with_mine,train,20261264,mine best intruder smith,"[-1.0, 1.0, -1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""best""]"
644,with_mine,train,20261260,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
647,with_mine,train,20261263,mine intruder,"[-1.0, 1.0]","[""DONE"", ""DONE""]","[""intruder""]"
649,with_mine,train,20261265,mine best intruder 1200,"[-1.0, -1.0, 1.0, -1.0]","[""DONE"", ""DONE"", ""DONE"", ""DONE""]","[""intruder""]"
